Claims,Key Points
The World Economic Forum (WEF) announced that the U.S. must implement a policy that says white families can only have one child. ,"{'main': 'The World Economic Forum (WEF) announced that the U.S. must implement a policy that says white families can only have one child. ', 'combined': [], 'single': ['The World Economic Forum (WEF) made an announcement', 'The announcement is about a policy for the U.S.', 'The policy restricts white families to having one child']}"
Milwaukee's police and fire departments are overseen by a part-time board.,"{'main': ""Milwaukee's police and fire departments are overseen by a part-time board."", 'combined': [""Milwaukee's public safety departments, including police and fire, are overseen by a single part-time board.""], 'single': [""Milwaukee's police department is overseen by a part-time board."", ""Milwaukee's fire department is overseen by a part-time board."", 'Both departments are overseen by the same part-time board.']}"
Atiq Ahmad's vote in India's 2008  nuke deal with US helped save UPA govt.,"{'main': ""Atiq Ahmad's vote in India's 2008  nuke deal with US helped save UPA govt."", 'combined': [""Atiq Ahmad's vote was crucial in saving the UPA government because it was a key factor in the passage of the 2008 nuke deal with the US"", ""Atiq Ahmad's vote had a significant impact on India's history by helping to pass the 2008 nuke deal with the US, which in turn saved the UPA government""], 'single': ['Atiq Ahmad voted in favor of the 2008 nuke deal with the US', 'His vote helped save the UPA government', ""The 2008 nuke deal was a significant event in India's history""]}"
"Turpentine is a proven, safe remedy for parasite cleanses.","{'main': 'Turpentine is a proven, safe remedy for parasite cleanses.', 'combined': ['Turpentine is a proven and safe remedy for parasite cleanses.'], 'single': ['Turpentine is a proven remedy for parasite cleanses.', 'Turpentine is safe for use.']}"
"Researchers have found eight nutrients that reverse ADHD.

","{'main': 'Researchers have found eight nutrients that reverse ADHD.\n\n', 'combined': ['There are eight specific nutrients that researchers have found to have a reversing effect on ADHD.'], 'single': ['Researchers have found a connection between certain nutrients and reversing ADHD.', 'There are eight specific nutrients that have been identified as having this effect.']}"
Omoyele Sowore and Farooq Kperogi have endorsed Peter Obi 's bid to be President of Nigeria.,"{'main': ""Omoyele Sowore and Farooq Kperogi have endorsed Peter Obi 's bid to be President of Nigeria."", 'combined': [], 'single': [""Omoyele Sowore has endorsed Peter Obi's presidential bid."", ""Farooq Kperogi has endorsed Peter Obi's presidential bid."", 'Peter Obi is running for President of Nigeria.']}"
Katy Perry's eye closed during a recent concert because of the Covid-19 vaccine.,"{'main': ""Katy Perry's eye closed during a recent concert because of the Covid-19 vaccine."", 'combined': [], 'single': [""Katy Perry's eye closed during a recent concert."", 'The incident was allegedly caused by the Covid-19 vaccine.']}"
"A murder in Gauripura village of Azamgarh is spread with an insinuation that it was committed by a Muslim.
","{'main': 'A murder in Gauripura village of Azamgarh is spread with an insinuation that it was committed by a Muslim.\n', 'combined': ['A murder in Gauripura village of Azamgarh is being falsely attributed to a Muslim with an insinuation.'], 'single': ['A murder occurred in Gauripura village of Azamgarh.', 'The murder is being attributed to a Muslim.', 'The attribution is being made with an insinuation.']}"
1 in 7 denied GP appointment — 5 million patients were unable to book a GP’s appointment when they tried to make one in October.,"{'main': '1 in 7 denied GP appointment — 5 million patients were unable to book a GP’s appointment when they tried to make one in October.', 'combined': [], 'single': ['One in seven GP appointments were denied in October.', '5 million patients were unable to book a GP’s appointment in October.']}"
There are no safe routes for people seeking protection in the UK.,"{'main': 'There are no safe routes for people seeking protection in the UK.', 'combined': [""The UK's flawed asylum system exposes people seeking protection to risks and dangers."", 'People seeking protection in the UK face unsafe conditions due to the lack of safe routes.'], 'single': [""The UK's asylum system is flawed."", 'There are risks and dangers associated with the routes people take to seek protection in the UK.', 'People seeking protection in the UK face unsafe conditions.']}"
The Walled City of Lahore Authority (WCLA) collaborated with Government College University (GCU) Lahore to organise the Harry Potter Festival on 29 November 2021 in Pakistan.,"{'main': 'The Walled City of Lahore Authority (WCLA) collaborated with Government College University (GCU) Lahore to organise the Harry Potter Festival on 29 November 2021 in Pakistan.', 'combined': [], 'single': ['The Walled City of Lahore Authority (WCLA) collaborated with Government College University (GCU) Lahore.', 'The collaboration was for organising the Harry Potter Festival.', 'The Harry Potter Festival was held on 29 November 2021.', 'The event took place in Pakistan.']}"
"In Nigeria in 2021, there were 25 attacks on schools. 1,440 children were abducted, and 16 children were killed.","{'main': 'In Nigeria in 2021, there were 25 attacks on schools. 1,440 children were abducted, and 16 children were killed.', 'combined': ['25 attacks on schools in Nigeria in 2021 resulted in 1,440 children being abducted.', '25 attacks on schools in Nigeria in 2021 led to 16 children being killed.'], 'single': ['In Nigeria in 2021, there were 25 attacks on schools.', '1,440 children were abducted.', '16 children were killed.']}"
"Aborted human fetus kidney cells are used in popular food products by Pepsi, Kraft, Nestle and Campbells.","{'main': 'Aborted human fetus kidney cells are used in popular food products by Pepsi, Kraft, Nestle and Campbells.', 'combined': ['Pepsi, Kraft, Nestle, and Campbells use aborted human fetus kidney cells in their popular food products.'], 'single': ['Aborted human fetus kidney cells are used in food products.', 'Pepsi, Kraft, Nestle, and Campbells are companies that use these cells.', 'The cells are used in popular food products.']}"
Former Department of Energy official Sam Brinton's Twitter account was suspended. ,"{'main': ""Former Department of Energy official Sam Brinton's Twitter account was suspended. "", 'combined': [], 'single': ['Sam Brinton is a former Department of Energy official.', ""Sam Brinton's Twitter account was suspended.""]}"
Republican Texas Sen. Ted Cruz accused Democrat Vermont Sen. Bernie Sanders of sponsoring the Federal Bureau of Investigation (FBI) search on former President Donald Trump’s Mar-a-Lago resort.,"{'main': 'Republican Texas Sen. Ted Cruz accused Democrat Vermont Sen. Bernie Sanders of sponsoring the Federal Bureau of Investigation (FBI) search on former President Donald Trump’s Mar-a-Lago resort.', 'combined': [""Ted Cruz, a Republican Texas Senator, accused Bernie Sanders, a Democrat Vermont Senator, of sponsoring the FBI search on Trump's Mar-a-Lago resort.""], 'single': [""Ted Cruz accused Bernie Sanders of sponsoring the FBI search on Trump's Mar-a-Lago resort."", 'Ted Cruz is a Republican Texas Senator.', 'Bernie Sanders is a Democrat Vermont Senator.', 'Donald Trump is a former President.']}"
